,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ020060,0.32846662,0.06483728,0.2977544,0.018440206,0.04320914,0.04570882,0.15480739,0.046776168
ZJ020061,0.29624194,0.07273935,0.338228,0.015495383,0.029917233,0.028692672,0.15295133,0.0657341
ZJ020062,0.39088032,0.19708289,0.083185576,0.0026278675,0.031076388,0.008185547,0.24689475,0.0400667
ZJ020063,0.12124207,0.1466112,0.2746957,0.0041106893,0.024530403,0.08000251,0.3194272,0.029380245
ZJ020064,0.12724647,0.24580441,0.18075566,0.0023690592,0.008657095,0.009765558,0.36983985,0.055562023
ZJ020065,0.15255035,0.013803035,0.18922852,0.27706853,0.13571064,0.107310764,0.007264351,0.11706379
ZJ020066,0.1549142,0.010256511,0.31266242,0.105945624,0.03989333,0.038664076,0.0073382505,0.33032557
ZJ020067,0.07008913,0.030045364,0.1738863,0.00964743,0.19116873,0.4344152,0.06633184,0.024415897
ZJ020068,0.17137039,0.15488441,0.27046975,0.007212638,0.029114844,0.024066042,0.28793806,0.05494386
ZJ020069,0.106088124,0.033787552,0.13927591,0.000589268,0.01024449,0.010001962,0.6940107,0.006002033
ZJ020070,0.087898925,0.042092703,0.3886072,0.01282442,0.06665184,0.26531217,0.109550945,0.027061827
ZJ020071,0.32918096,0.018927533,0.14854868,0.19144237,0.085340194,0.009707195,0.010932569,0.20592052
ZJ020072,0.03949897,0.06782223,0.30778137,0.01229091,0.04823403,0.41841233,0.055133518,0.05082665
ZJ020073,0.1810977,0.08977515,0.22693014,0.0060851364,0.023118025,0.017155018,0.4187707,0.037068143
ZJ020074,0.32241923,0.1987151,0.07423282,0.0016917503,0.01488361,0.0035267512,0.36332723,0.02120347
ZJ020075,0.23480341,0.35815918,0.07882437,0.0019300621,0.012000998,0.0035965184,0.26775983,0.042925604
ZJ020076,0.38102588,0.04669652,0.13931787,0.057063647,0.25645503,0.029323762,0.046171565,0.04394572
ZJ020077,0.41010895,0.060025364,0.1862002,0.08998283,0.049293287,0.012487283,0.028366255,0.16353576
ZJ020078,0.30440375,0.20769738,0.12475908,0.009086439,0.015768645,0.007981832,0.25624287,0.07405994
ZJ020079,0.35279518,0.29220098,0.09533174,0.003234002,0.041900378,0.0076537277,0.15019476,0.056689188
ZJ020080,0.24275231,0.24356617,0.18645914,0.002690036,0.07243244,0.02484032,0.19756402,0.02969556
ZJ020081,0.20645535,0.17637353,0.20888181,0.006920131,0.045467056,0.029801771,0.22995692,0.09614346
ZJ020082,0.3292998,0.12556814,0.14203969,0.0028718587,0.06537608,0.01874288,0.25581157,0.06028994
ZJ020083,0.12616475,0.03282929,0.16672401,0.0012494395,0.010732059,0.015390033,0.6411988,0.0057116267
ZJ020084,0.24987313,0.070246905,0.14286019,0.0013894956,0.01966272,0.012676628,0.48967794,0.013613
ZJ020085,0.1516631,0.018686224,0.21479598,0.42298162,0.028251052,0.039224003,0.013882193,0.110515796
ZJ020086,0.043903768,0.023288127,0.019743757,0.00013590406,0.0027658986,0.00073004124,0.9089645,0.00046795615
ZJ020087,0.46874312,0.15515396,0.13331993,0.0072747907,0.057748217,0.008247243,0.083484344,0.086028405
ZJ020088,0.1895067,0.24165758,0.20684393,0.0023543069,0.012395871,0.01374562,0.31610134,0.01739462
ZJ020089,0.17776562,0.04453975,0.2147929,0.0023117634,0.013644349,0.011192738,0.50784767,0.027905209
ZJ020090,0.25880367,0.0997992,0.26531136,0.03325766,0.06453781,0.056029536,0.14420307,0.07805773
ZJ020091,0.14580005,0.029742947,0.45522907,0.08634766,0.052755147,0.055076506,0.026186826,0.14886181
ZJ020092,0.13683134,0.0773582,0.38371867,0.008555028,0.03037319,0.065610155,0.2411715,0.05638202
ZJ020093,0.25038064,0.24281994,0.14222789,0.0060426523,0.05974939,0.017237572,0.24061005,0.04093184
ZJ020094,0.2876431,0.02627899,0.14875813,0.21045965,0.06627796,0.012297562,0.015414018,0.23287053
ZJ020095,0.29713207,0.105596036,0.22683264,0.009756168,0.035886183,0.019078562,0.20842682,0.0972915
ZJ020096,0.1339191,0.33139494,0.1882077,0.010693852,0.04725957,0.11711964,0.12401373,0.047391474
ZJ020097,0.22760779,0.27010462,0.12620617,0.0054924996,0.02260924,0.009892646,0.2899057,0.048181344
ZJ020098,0.024577633,0.016903264,0.17240138,0.011497567,0.042857982,0.6775125,0.031160774,0.023088958
ZJ020099,0.12855063,0.0069954805,0.14609447,0.42192432,0.096942045,0.049460754,0.0062638167,0.14376847
ZJ020100,0.35792458,0.060065787,0.17048547,0.0541457,0.22697839,0.03484028,0.04254085,0.053018954
ZJ020101,0.09643582,0.12291518,0.17579205,0.009276378,0.114003174,0.33070892,0.12724812,0.02362034
ZJ020102,0.023872316,0.053942498,0.113958694,0.005295206,0.045604542,0.70503944,0.022588618,0.029698629
ZJ020103,0.32876432,0.30816734,0.08784355,0.0034480302,0.014762782,0.0031733646,0.18638147,0.067459114
ZJ020104,0.23852496,0.26175636,0.15271012,0.0067839674,0.05231992,0.017726429,0.23358333,0.036594927
ZJ020105,0.38377264,0.21846975,0.05460797,0.0040800874,0.020554518,0.0035535872,0.28699282,0.02796869
ZJ020106,0.20503223,0.20931225,0.20467357,0.00653576,0.035418782,0.040359266,0.22990787,0.068760306
ZJ020107,0.20003663,0.13231623,0.30178908,0.010375654,0.022416005,0.04372432,0.24687433,0.042467747
ZJ020108,0.24321255,0.27727702,0.16542774,0.004593012,0.025355082,0.015173208,0.20361383,0.06534759
ZJ020109,0.259501,0.17759067,0.23563482,0.0039158524,0.024864601,0.013291516,0.19549924,0.08970228
ZJ020110,0.24007288,0.07810442,0.24211924,0.0050889766,0.056662515,0.03369067,0.31141657,0.032844793
ZJ020111,0.44799176,0.15857413,0.13336289,0.008159014,0.050414447,0.008081782,0.08744029,0.10597578
ZJ020112,0.2516491,0.15762615,0.18851346,0.0039811423,0.024969477,0.021995364,0.30684158,0.044423655
ZJ020113,0.27380896,0.15435266,0.14558169,0.0016548338,0.015197412,0.009224217,0.37370652,0.026473723
ZJ020114,0.31861636,0.10359984,0.11400931,0.045983505,0.15812317,0.030708773,0.081880994,0.14707802
ZJ020115,0.019840885,0.017380767,0.060882498,0.012456552,0.060630072,0.8099235,0.006596888,0.012288777
ZJ020116,0.061673585,0.011314996,0.04223544,0.014451811,0.525653,0.32832217,0.010220245,0.0061287144
ZJ020117,0.08069159,0.007390669,0.17303328,0.5643901,0.03723406,0.020740444,0.005548418,0.110971324
ZJ020118,0.20027553,0.098578684,0.23694468,0.0036426364,0.019433128,0.013018788,0.39597198,0.032134537
ZJ020119,0.046974406,0.019368649,0.13093506,0.0075722416,0.1923114,0.5505924,0.03640057,0.015845276
ZJ020120,0.028951522,0.0011207712,0.046746824,0.8008718,0.005862081,0.0035553044,0.00083617656,0.11205551
ZJ020121,0.2242314,0.17741972,0.21907675,0.0033536549,0.028071918,0.016638855,0.29297403,0.038233712
ZJ020122,0.19624072,0.09054088,0.24323098,0.004113236,0.017792553,0.01271546,0.38352928,0.051836874
ZJ020123,0.15851651,0.09077476,0.28831866,0.0025282796,0.0125408415,0.021576682,0.39674988,0.0289944
ZJ020124,0.38820764,0.20451571,0.13287352,0.005211855,0.0578908,0.011308648,0.14776406,0.052227713
ZJ020125,0.08567479,0.005470742,0.49306247,0.14953965,0.06484119,0.123804286,0.010211272,0.06739565
ZJ020126,0.08013012,0.0028422198,0.1226659,0.6656697,0.016260143,0.015888374,0.0025692969,0.09397439
ZJ020127,0.04092953,0.09212204,0.16712037,0.0072389795,0.047711372,0.5447107,0.056029238,0.044137813
ZJ020128,0.58679074,0.14165208,0.06591926,0.002558692,0.028144393,0.0026015372,0.13531205,0.037021182
ZJ020129,0.028393319,0.06538061,0.1262293,0.0077543403,0.053743936,0.6315773,0.06843615,0.018484987
ZJ020130,0.27138358,0.1434025,0.1684335,0.0084397225,0.028118407,0.013616404,0.30834833,0.058257546
ZJ020131,0.49550277,0.09186748,0.14900011,0.030798238,0.041025035,0.0064017754,0.03996611,0.14543852
ZJ020132,0.2089435,0.110766366,0.29208228,0.003535296,0.026113808,0.024315132,0.25903687,0.07520673
ZJ020133,0.37372565,0.18376619,0.049241096,0.0011036515,0.034916032,0.0033950391,0.33754286,0.01630942
ZJ020134,0.1594256,0.08366653,0.3113788,0.011687125,0.15683208,0.10493168,0.11422645,0.05785172
ZJ020135,0.37868148,0.19857244,0.07415284,0.008158843,0.02153525,0.002982086,0.2499893,0.06592776
ZJ020136,0.37562147,0.080070786,0.20064862,0.03359116,0.033989333,0.025089549,0.19804166,0.052947454
ZJ020137,0.22698879,0.024334641,0.22334634,0.19641934,0.115758546,0.14396484,0.02974044,0.03944704
ZJ020138,0.21403979,0.092770346,0.23556323,0.004802139,0.014538575,0.010600891,0.36510232,0.06258264
ZJ020139,0.45625937,0.15581067,0.045074996,0.0029056754,0.025410969,0.0030649044,0.29352266,0.017950673
ZJ020140,0.07242559,0.13553482,0.22659656,0.009473591,0.041917745,0.34276235,0.14218462,0.02910469
ZJ020141,0.018239677,0.02664694,0.09304535,0.010206132,0.04842692,0.76984113,0.011564032,0.022029802
ZJ020142,0.14326848,0.039590042,0.48110238,0.00413742,0.050665446,0.075144574,0.15972936,0.04636227
ZJ020143,0.24524157,0.09371633,0.1411414,0.0025142543,0.029320572,0.012340792,0.4572998,0.018425316
ZJ020144,0.16552123,0.13682705,0.28781474,0.0075191413,0.0260253,0.077045165,0.26513496,0.03411244
ZJ020145,0.32161048,0.17303737,0.13668294,0.009924815,0.039777007,0.0139622,0.23078054,0.07422459
ZJ020146,0.06272905,0.013429658,0.06232063,0.021213537,0.4123499,0.40433347,0.013270961,0.010352794
ZJ020147,0.13451739,0.018382395,0.36425707,0.20701402,0.056830905,0.10974882,0.013664572,0.095584854
ZJ020148,0.017708672,0.016241446,0.09459577,0.0136320675,0.15232572,0.68665385,0.005755889,0.013086596
ZJ020149,0.046511665,0.080386005,0.15939038,0.010212297,0.058270045,0.54083335,0.048390977,0.056005217
ZJ020150,0.35565004,0.11896106,0.0717499,0.0010315246,0.007814282,0.0018958704,0.42730215,0.015595183
ZJ020151,0.3443899,0.1679258,0.13759883,0.011902341,0.027015094,0.00829644,0.18349499,0.11937661
ZJ020152,0.35214612,0.12808193,0.106244594,0.002948455,0.01803564,0.003924018,0.35066655,0.03795263
ZJ020153,0.080466576,0.010057083,0.44884938,0.088302575,0.0576855,0.2463815,0.0135384835,0.054718893
ZJ020154,0.49177104,0.09881599,0.13850896,0.0012586463,0.009228741,0.002016207,0.23674475,0.021655634
ZJ020155,0.123295225,0.027184395,0.20972161,0.30772677,0.061419405,0.040780637,0.014847502,0.21502438
ZJ020156,0.23346917,0.13185067,0.24930242,0.006375903,0.027709667,0.012110607,0.25341722,0.08576436
ZJ020157,0.2478777,0.14096217,0.20456824,0.012144021,0.115886986,0.080615565,0.121439055,0.076506265
ZJ020158,0.1715751,0.128988,0.25190365,0.0029589143,0.026500542,0.025001628,0.3625037,0.030568346
ZJ020159,0.17697707,0.08676809,0.26413357,0.0033844681,0.015062099,0.017787384,0.4116092,0.024278123
ZJ020160,0.23396765,0.39667967,0.078783095,0.0020454917,0.011953599,0.0039209593,0.22101933,0.051630177
ZJ020161,0.16739984,0.16813593,0.075490505,0.0012526276,0.005059985,0.0028420426,0.5579674,0.021851646
ZJ020162,0.2910947,0.14808358,0.10155704,0.0024446228,0.034558717,0.010486769,0.39054385,0.021230722
ZJ020163,0.08949316,0.20391959,0.17319758,0.009942591,0.13486654,0.23581332,0.11014681,0.042620413
ZJ020164,0.1518792,0.05996023,0.27760723,0.002539055,0.010696515,0.01939175,0.46413726,0.013788772
ZJ020165,0.33370206,0.043210972,0.19940151,0.068173416,0.02826832,0.0064212577,0.058387686,0.2624347
ZJ020166,0.25091475,0.25035387,0.13523166,0.003987403,0.07140963,0.024350265,0.23076868,0.032983724
ZJ020167,0.33825248,0.13429196,0.22992533,0.005708857,0.039589766,0.014646409,0.16630724,0.07127801
ZJ020168,0.055022072,0.01661778,0.14767651,0.04381593,0.22080521,0.4656101,0.0161874,0.034265026
ZJ020169,0.19867566,0.13188218,0.21985315,0.00791911,0.041249223,0.02359832,0.30109748,0.07572501
ZJ020170,0.21479416,0.11246421,0.1949656,0.006369922,0.10313972,0.035554104,0.28104684,0.051665474
ZJ020171,0.11889676,0.07295743,0.40911657,0.00991887,0.09590108,0.12755223,0.10710183,0.058555294
ZJ020172,0.12592483,0.01269107,0.22031859,0.2611177,0.06517012,0.05935002,0.010092558,0.24533518
ZJ020173,0.28977662,0.085312285,0.26502076,0.0024796426,0.016044015,0.0056250487,0.27822098,0.057520576
ZJ020174,0.43810746,0.06479377,0.1337807,0.02628493,0.21732858,0.020084767,0.050074063,0.04954573
ZJ020175,0.19100296,0.1083541,0.32498032,0.0039130445,0.020952122,0.012904449,0.28340715,0.054485817
ZJ020176,0.1970059,0.20618095,0.25036684,0.0058842185,0.04699988,0.07686081,0.19417502,0.022526402
ZJ020177,0.24256141,0.12215244,0.22347395,0.009700613,0.02220847,0.01153206,0.16960219,0.19876893
ZJ020178,0.37493202,0.05793731,0.19771343,0.05926051,0.147416,0.040839933,0.06829635,0.053604443
ZJ020179,0.09988402,0.035205815,0.2413335,0.01570747,0.22492082,0.30656853,0.04015014,0.03622967
ZJ020180,0.1551064,0.0074597504,0.16615033,0.44554466,0.04900093,0.04326277,0.0046458505,0.1288293
ZJ020181,0.2254491,0.21715918,0.07290012,0.0016676445,0.0065935305,0.0023482158,0.44030082,0.03358141
ZJ020182,0.32242534,0.18693997,0.17873883,0.005618287,0.04021772,0.019225685,0.16861239,0.07822179
ZJ020183,0.21509226,0.11405093,0.14165291,0.0021450357,0.023673138,0.011684308,0.47545946,0.016241936
ZJ020184,0.20749578,0.14321944,0.24222073,0.0063638305,0.033655234,0.026147943,0.29512778,0.0457693
ZJ020185,0.1668001,0.019624421,0.25259593,0.15267885,0.08634743,0.032392412,0.014161626,0.27539924
ZJ020186,0.35728526,0.06038996,0.12286462,0.006538733,0.040467482,0.009010127,0.3877984,0.015645461
ZJ020187,0.34467506,0.030716626,0.27259952,0.1279788,0.08768721,0.05937518,0.04980571,0.027161825
ZJ020188,0.32556045,0.023974173,0.1584783,0.1767885,0.07799186,0.009849723,0.014373252,0.21298373
ZJ020189,0.06213931,0.02483752,0.18319792,0.034689866,0.19767873,0.4370045,0.023503395,0.036948785
ZJ020190,0.35454524,0.18982153,0.15940553,0.010645561,0.047965,0.028118894,0.15176673,0.057731554
ZJ020191,0.18707432,0.10871413,0.21513996,0.003910865,0.016410647,0.011287016,0.41897047,0.038492676
ZJ020192,0.41338074,0.04805161,0.27953044,0.009905383,0.029500784,0.022637514,0.16611269,0.03088085
ZJ020193,0.14099972,0.08384784,0.17906749,0.015715977,0.14070082,0.35579368,0.059536412,0.024338089
ZJ020194,0.047818083,0.1077896,0.11600879,0.0063915956,0.10265931,0.55703586,0.041927226,0.02036956
ZJ020195,0.34096754,0.07730607,0.23031363,0.022377558,0.051378064,0.01847101,0.13041297,0.12877318
ZJ020196,0.267976,0.12883832,0.18288083,0.0063687214,0.019706272,0.012086199,0.32152677,0.060617015
ZJ020197,0.12164582,0.05759471,0.16135816,0.00123658,0.010200887,0.0098025305,0.627845,0.010316343
ZJ020198,0.3917016,0.044987693,0.2224802,0.061249964,0.14006,0.046470735,0.05588037,0.037169434
ZJ020199,0.18006107,0.041415982,0.32740456,0.17631072,0.05318191,0.07687508,0.038507305,0.10624337
ZJ020200,0.055419445,0.016806908,0.13382871,0.031681817,0.2502224,0.47242665,0.01664022,0.022973837
ZJ020201,0.2692268,0.1150202,0.13358311,0.0018490358,0.02154226,0.008262827,0.42932087,0.021194864
ZJ020202,0.049757537,0.11553772,0.17178631,0.006909459,0.052725215,0.47407022,0.0636217,0.06559185
ZJ020203,0.23238176,0.0495313,0.42345008,0.020045724,0.014596409,0.02219941,0.17714125,0.060654063
ZJ020204,0.20417702,0.21479249,0.14367446,0.006386472,0.022598643,0.00987294,0.3166034,0.081894524
ZJ020205,0.45570832,0.04548662,0.16932379,0.08219898,0.1216427,0.032239005,0.054140665,0.039259847
ZJ020206,0.12327126,0.0045894915,0.13278675,0.58084846,0.025045412,0.011110834,0.0038534498,0.118494235
ZJ020207,0.30671176,0.083873965,0.23027411,0.012669746,0.027980538,0.01542048,0.22972205,0.09334732
ZJ020208,0.2539438,0.07383926,0.050124973,0.0006959806,0.01084423,0.002000976,0.6036555,0.0048952457
ZJ020209,0.20564967,0.102396846,0.30075347,0.0020266229,0.010364871,0.0075907037,0.33761254,0.03360537
ZJ020210,0.11897614,0.010959567,0.3715876,0.14196749,0.12430545,0.13745743,0.008518721,0.08622761
ZJ020211,0.09511929,0.013954246,0.23473789,0.17883635,0.06602049,0.08210292,0.008727641,0.32050112
ZJ020212,0.14810096,0.016494082,0.22109169,0.194152,0.16365674,0.14854766,0.009914828,0.09804202
ZJ020213,0.41025496,0.030608576,0.19172251,0.16721298,0.08511813,0.030426657,0.040888857,0.04376734
ZJ020214,0.0065091955,0.012178035,0.07049289,0.003729241,0.024980292,0.8701939,0.007164422,0.004752094
ZJ020215,0.17960683,0.09532646,0.265381,0.005857948,0.01770741,0.019281453,0.37983406,0.037004825
ZJ020216,0.3298431,0.20511112,0.06849891,0.0016620854,0.0148840435,0.0031206186,0.35730505,0.01957507
ZJ020217,0.33118817,0.12598139,0.11309282,0.047491066,0.03035317,0.0041121584,0.26472467,0.08305656
ZJ020218,0.020590082,0.03341545,0.13028838,0.00890183,0.03847297,0.72381306,0.019025166,0.025493074
ZJ020219,0.17198187,0.28646803,0.21945587,0.011989511,0.047102056,0.09776815,0.117357515,0.047877003
ZJ020220,0.14538626,0.008567213,0.1416041,0.32434037,0.1608841,0.09168066,0.006530951,0.12100646
ZJ020221,0.14809483,0.1983745,0.27118078,0.007926182,0.059438393,0.16225934,0.12864703,0.024078993
ZJ020222,0.36152184,0.204355,0.15936726,0.010852256,0.029196808,0.0121170115,0.14344053,0.07914927
ZJ020223,0.13474059,0.17355059,0.2517545,0.001879898,0.036600962,0.03691255,0.33057174,0.03398923
ZJ020224,0.12897407,0.0053867996,0.10953046,0.58317226,0.038508642,0.012179544,0.0036849168,0.11856323
ZJ020225,0.08185595,0.026070567,0.25319433,0.0039909254,0.0997823,0.4728272,0.05249246,0.009786234
ZJ020226,0.21973215,0.28110918,0.17167291,0.004305236,0.04237757,0.03592921,0.22411416,0.020759547
ZJ020227,0.4368024,0.04926121,0.121599905,0.048772622,0.23234612,0.013516488,0.05554788,0.042153433
ZJ020228,0.09023325,0.012936467,0.21911615,0.20200348,0.05375739,0.042348977,0.0072755334,0.37232873
ZJ020229,0.13584517,0.12488263,0.20566422,0.021413755,0.12803034,0.16605578,0.13123785,0.08687024
ZJ020230,0.27389285,0.12646884,0.121887915,0.0016355956,0.04088737,0.013638608,0.40599808,0.015590724
ZJ020231,0.26691097,0.16196777,0.19222048,0.008800165,0.10122994,0.0547398,0.14103185,0.073098995
ZJ020232,0.20025976,0.030168636,0.27143908,0.090151854,0.045839906,0.03280562,0.03126331,0.29807183
ZJ020233,0.25809628,0.10426148,0.27008012,0.0029190248,0.02266492,0.017149162,0.28843293,0.03639616
ZJ020234,0.04716699,0.018649273,0.3462517,0.013432659,0.031522214,0.47331056,0.04643256,0.023234064
ZJ020235,0.30605578,0.3220134,0.074976735,0.0029427318,0.020637497,0.0051235035,0.230864,0.037386328
ZJ020236,0.17699234,0.093720764,0.24458522,0.009977409,0.04315587,0.029977692,0.35489357,0.046697136
ZJ020237,0.046553046,0.00743311,0.2258815,0.13680407,0.054033633,0.4956834,0.006625883,0.02698531
ZJ020238,0.26751402,0.25446638,0.17738612,0.009732681,0.055898547,0.015267622,0.16180919,0.05792547
ZJ020239,0.16395094,0.2427767,0.17744522,0.0024754202,0.013303425,0.011895141,0.34306574,0.045087356
ZJ020240,0.22373678,0.08210748,0.2848562,0.01185352,0.03562022,0.023367874,0.26109776,0.07736018
ZJ020241,0.12868987,0.063655004,0.45103142,0.010195614,0.04770919,0.08404748,0.14476137,0.06991004
ZJ020242,0.33272684,0.21337745,0.1504566,0.010370359,0.037520055,0.01669475,0.19860476,0.040249217
ZJ020243,0.25912604,0.04794526,0.3423754,0.043436877,0.040797893,0.037758484,0.060542077,0.16801798
ZJ020244,0.2853061,0.12044874,0.30680677,0.038844567,0.06364776,0.029189326,0.07917874,0.076577954
ZJ020245,0.44686878,0.16656844,0.109906666,0.006582683,0.07280675,0.012062451,0.1331972,0.052007057
ZJ020246,0.0074268905,0.007176999,0.047080122,0.00883828,0.08062002,0.8411437,0.0024805681,0.00523339
ZJ020247,0.10136244,0.2545336,0.25810894,0.01177593,0.037465118,0.15665026,0.12781075,0.05229295
ZJ020248,0.4729862,0.14444186,0.1133262,0.004675256,0.03322036,0.0057638353,0.1838183,0.041767944
ZJ020249,0.28778028,0.27970576,0.095760986,0.0025140517,0.020762851,0.0054167123,0.24414285,0.06391645
ZJ020250,0.3177105,0.120399706,0.16806456,0.022320217,0.05430765,0.02026724,0.22819698,0.06873312
ZJ020251,0.049085964,0.09041592,0.17530383,0.009842985,0.0652909,0.5000595,0.05072799,0.059272934
ZJ020252,0.23761271,0.20152809,0.16923164,0.006534041,0.09089497,0.043002773,0.2094172,0.041778576
ZJ020253,0.42683777,0.18425721,0.12520793,0.0055296044,0.03662623,0.0073981658,0.13700895,0.0771341
ZJ020254,0.17225154,0.13432947,0.21428864,0.0060024266,0.029671365,0.01562692,0.35959288,0.068236776
ZJ020255,0.050160766,0.005645905,0.22172068,0.015874228,0.2545784,0.40637866,0.007281994,0.03835938
ZJ020256,0.5310281,0.12781593,0.080978595,0.0041362876,0.079726145,0.008623275,0.1341051,0.033586573
ZJ020257,0.1553276,0.05909179,0.24168062,0.0015804559,0.010315575,0.012154413,0.5049926,0.014856945
ZJ020258,0.42077592,0.2311441,0.040605776,0.0018495583,0.014496149,0.0016831284,0.2660175,0.023427831
ZJ020259,0.22845723,0.1560942,0.25619057,0.006131893,0.035678014,0.019380862,0.19357947,0.104487695
ZJ020260,0.09521022,0.210983,0.21713975,0.0057931677,0.05644208,0.22502978,0.11937694,0.070025146
ZJ020261,0.6348131,0.14159057,0.0166916,0.0007601101,0.02448174,0.000860433,0.16966842,0.011134029
ZJ020262,0.35256055,0.20439407,0.07312477,0.0023756747,0.031400863,0.0049698977,0.30715677,0.024017423
ZJ020263,0.058479793,0.114861175,0.2025752,0.014151508,0.076901026,0.42197645,0.06715244,0.043902487
ZJ020264,0.39866015,0.15487127,0.1535838,0.012377305,0.028745947,0.014704849,0.16026816,0.07678846
ZJ020265,0.20253286,0.45307738,0.07061422,0.0016844255,0.01745807,0.0059294575,0.20841703,0.04028664
ZJ020266,0.18322922,0.08639848,0.34012723,0.001891984,0.017487828,0.011316314,0.32012582,0.039423205
ZJ020267,0.2897093,0.013308014,0.28187644,0.09366515,0.05906356,0.0149119925,0.01954929,0.22791633
ZJ020268,0.18462235,0.27959585,0.09096682,0.0020795185,0.016728846,0.007399991,0.40616646,0.012440168
ZJ020269,0.09733961,0.00736753,0.14062189,0.33919778,0.14811447,0.16847418,0.005790811,0.09309372
ZJ020270,0.4122187,0.14646132,0.08831756,0.0019299103,0.01767523,0.0040011103,0.3026387,0.026757522
ZJ020271,0.015119577,0.012912132,0.05281113,0.014254749,0.038710624,0.85176,0.009220276,0.005211483
ZJ020272,0.14751035,0.10819739,0.053877484,0.0005581746,0.0077170823,0.0021379713,0.6720007,0.008000838
ZJ020273,0.05826289,0.035558548,0.31566182,0.006633889,0.039602075,0.4387197,0.08994518,0.015615979
ZJ020274,0.53163505,0.097035795,0.06787322,0.010580335,0.087116174,0.0050586257,0.12995213,0.07074858
ZJ020275,0.10877219,0.013614372,0.22031158,0.46140435,0.03311987,0.066181615,0.01068087,0.085915126
ZJ020276,0.032311678,0.020076266,0.16766074,0.018182145,0.05456176,0.64907044,0.020822184,0.03731477
ZJ020277,0.32033664,0.13691686,0.22430238,0.0094011035,0.0558603,0.022924997,0.13441089,0.095846824
ZJ020278,0.2585084,0.36190876,0.079948455,0.0035978032,0.016823897,0.003960759,0.19988993,0.07536201
ZJ020279,0.19977447,0.088896684,0.11601259,0.0020753713,0.017515182,0.0073603285,0.55187494,0.01649043
ZJ020280,0.44261944,0.044123203,0.30857065,0.02028898,0.04669224,0.03023725,0.06784599,0.03962226
ZJ020281,0.19514723,0.12961157,0.28714088,0.013158296,0.051730305,0.090137415,0.17457722,0.058497094
ZJ020282,0.035087742,0.006451277,0.22299172,0.17661661,0.059071947,0.414056,0.0032060244,0.0825187
ZJ020283,0.06815426,0.03514282,0.5730415,0.00551957,0.076054,0.15291046,0.044020068,0.04515734
ZJ020284,0.23193327,0.31736323,0.15469499,0.008837198,0.06432811,0.017900772,0.15022616,0.05471623
ZJ020285,0.37745416,0.03163097,0.27616477,0.08508676,0.096442044,0.048955683,0.047258843,0.037006777
ZJ020286,0.11903611,0.2362717,0.19633155,0.0110912835,0.07390398,0.12773061,0.18492904,0.050705727
ZJ020287,0.2514741,0.2036452,0.07557161,0.0016993687,0.008401856,0.002533616,0.42613888,0.030535342
ZJ020288,0.14333774,0.011581829,0.15924653,0.45333615,0.059655398,0.030411404,0.005892103,0.13653886
ZJ020289,0.11577793,0.06293197,0.3114527,0.0027710432,0.012000761,0.024668673,0.41961268,0.05078426
ZJ020290,0.5542332,0.010854862,0.08280238,0.19205265,0.08727764,0.0075000613,0.011122981,0.05415622
ZJ020291,0.18576874,0.21681479,0.14872502,0.0025497726,0.008922305,0.0044730958,0.35456547,0.07818077
ZJ020292,0.10420693,0.35202816,0.101409115,0.0049838843,0.069551334,0.1251119,0.22184591,0.020862753
ZJ020293,0.38092747,0.05507356,0.20483787,0.03413696,0.061960675,0.012528395,0.044914003,0.20562102
ZJ020294,0.1931076,0.026453925,0.28744948,0.15101577,0.110401675,0.076786496,0.022018911,0.13276604
ZJ020295,0.14456593,0.38100934,0.15628907,0.0099370275,0.03951253,0.07214864,0.15402684,0.04251058
ZJ020296,0.19459264,0.021841891,0.23234616,0.16482922,0.06467584,0.035115093,0.019333106,0.2672661
ZJ020297,0.3141761,0.16117707,0.18679062,0.010194568,0.028362265,0.020521086,0.14876121,0.13001715
ZJ020298,0.16404909,0.334933,0.11016373,0.0019863378,0.01065498,0.005066094,0.3016451,0.07150159
ZJ020299,0.06160373,0.025596976,0.2169396,0.026363412,0.18674988,0.41673273,0.026473347,0.039540328
ZJ020300,0.20616288,0.104650706,0.18491513,0.0029580297,0.017527075,0.010199294,0.43318972,0.04039721
ZJ020301,0.16715968,0.008916845,0.18103822,0.30943927,0.08369929,0.023743141,0.0068797893,0.21912374
ZJ020302,0.18911678,0.18898572,0.214267,0.004775834,0.031856008,0.028271694,0.30844972,0.034277298
ZJ020303,0.14383619,0.06750808,0.42996496,0.006195813,0.03479808,0.07067186,0.19355544,0.05346954
ZJ020304,0.06897577,0.027295208,0.2693933,0.02770645,0.17319058,0.34470895,0.03062155,0.058108147
ZJ020305,0.21097751,0.07210727,0.28526416,0.0027485902,0.025342146,0.023233425,0.3257924,0.054534532
ZJ020306,0.15229781,0.12780736,0.29705402,0.006327381,0.028791325,0.035060417,0.28409973,0.06856195
ZJ020307,0.18779095,0.16906056,0.23618451,0.0026982052,0.01030884,0.008238749,0.34272832,0.04298984
ZJ020308,0.27985144,0.20746534,0.18599267,0.0049172863,0.021942204,0.008664074,0.1997039,0.091463104
ZJ020309,0.3666884,0.19933088,0.1205762,0.010783493,0.031605504,0.007931983,0.16465282,0.09843071
ZJ020310,0.40972495,0.12502421,0.19579338,0.0044478043,0.02204817,0.0065467805,0.14978471,0.086629935
